"MES_ANO_ACIDENTE","NATUREZA_DA_LESAO","AGENTE_CAUSADOR_ACIDENTE","INDICA_OBITO_ACIDENTE","POPULACAO","NOME_MUN","NOME_UF"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Elevador - Equip. de","Não","716109","Santo André","São Paulo"
"01-OCT-18","Queimadura ou Escald","Agua - Usar Quando O","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Empilhadeira","Não","285570","Taboão da Serra","São Paulo"
"01-OCT-18","Fratura","Madeira (Toro, Madei","Não","100129","Caieiras","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Mobiliario e Acessor","Não","432957","Santos","São Paulo"
"01-OCT-18","Fratura","Bicicleta","Não","56792","Santa Isabel","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Maquina de Embalar o","Não","67859","Lençóis Paulista","São Paulo"
"01-OCT-18","Perda ou Diminuicao","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata","Chao - Superficie Ut","Não","195874","Araçatuba","São Paulo"
"01-OCT-18","Fratura","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","{ñ class}","Não","303682","Limeira","São Paulo"
"01-AUG-18","Inflamacao de Articu","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesoes Multiplas","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","716109","Santo André","São Paulo"
"01-OCT-18","Fratura","Mobiliario e Acessor","Não","246908","Indaiatuba","São Paulo"
"01-OCT-18","Contusao, Esmagament","Edificio ou Estrutur","Não","160275","São Caetano do Sul","São Paulo"
"01-SEP-18","Concussao Cerebral","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Cadeira Banco - Mobi","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Queimadura ou Escald","Liquido, Nic","Não","374272","Bauru","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Produto Biologico (S","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Laminadora, Calandra","Não","47395","Santa Cruz do Rio Pardo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","374272","Bauru","São Paulo"
"01-OCT-18","Inflamacao de Articu","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Inflamacao de Articu","Caixa, Engradado, Ca","Não","237112","Americana","São Paulo"
"01-OCT-18","Queimadura ou Escald","Liquido, Nic","Não","43774","Jardinópolis","São Paulo"
"01-OCT-18","Contusao, Esmagament","Telhado","Não","350400","Franca","São Paulo"
"01-OCT-18","Fratura","Piso de Edificio - S","Não","432957","Santos","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Prensa - Maquina","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Metal - Inclui Liga","Não","716109","Santo André","São Paulo"
"01-OCT-18","Distensao, Torcao","Veiculo Rodoviario M","Não","671186","Sorocaba","São Paulo"
"01-OCT-18","Amputacao ou Enuclea","Engrenagem - Disposi","Não","249415","São Carlos","São Paulo"
"01-OCT-18","Envenenamento Sistem","Produto Biologico (S","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Metal - Inclui Liga","Não","237112","Americana","São Paulo"
"01-OCT-18","Fratura","Chao - Superficie Ut","Não","246908","Indaiatuba","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Agente Infeccioso ou","Não","671186","Sorocaba","São Paulo"
"01-OCT-18","Fratura","Piso de Andaime e Pl","Não","36655","José Bonifácio","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Telhado","Não","1194094","Campinas","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","127123","Valinhos","São Paulo"
"01-OCT-18","Queimadura ou Escald","Fogo-Chama,Material","Não","40027","Promissão","São Paulo"
"01-OCT-18","Contusao, Esmagament","Embalagem e Recipien","Não","56984","Taquaritinga","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Frasco, Garrafa - Em","Não","148581","Jaú","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Rua e Estrada - Supe","Não","456245","São José do Rio Preto","São Paulo"
"01-OCT-18","Lesoes Multiplas","Motocicleta, Motonet","Não","74299","Itapira","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Produto Mineral nao","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Alavanca, Pe-De-Cabr","Não","51447","São Joaquim da Barra","São Paulo"
"01-OCT-18","Hernia de Qualquer N","Reacao do Corpo a Mo","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesoes Multiplas","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Motocicleta, Motonet","Não","1194094","Campinas","São Paulo"
"01-OCT-18","Luxacao","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Ferramenta, Maquina,","Não","833240","São Bernardo do Campo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Equip. Eletrico, Nic","Não","249415","São Carlos","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Empilhadeira","Não","303682","Limeira","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","303682","Limeira","São Paulo"
"01-OCT-18","Contusao, Esmagament","Motocicleta, Motonet","Não","204797","Rio Claro","São Paulo"
"01-OCT-18","Fratura","Bicicleta","Não","77308","Vinhedo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Veiculo, Nic","Não","62024","Batatais","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Produto Biologico (S","Não","456245","São José do Rio Preto","São Paulo"
"01-OCT-18","Luxacao","Veiculo, Nic","Não","106776","Paulínia","São Paulo"
"01-OCT-18","Fratura","Metal - Inclui Liga","Não","311854","Taubaté","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Permanente Cu","Não","71700","Amparo","São Paulo"
"01-OCT-18","Lesoes Multiplas","Veiculo, Nic","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Ferramenta, Maquina,","Não","127123","Valinhos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","93736","Votuporanga","São Paulo"
"01-OCT-18","Lesoes Multiplas","Motocicleta, Motonet","Não","93488","Caçapava","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Veiculo Rodoviario M","Não","713943","São José dos Campos","São Paulo"
"01-OCT-18","Distensao, Torcao","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Escada Permanente Cu","Não","271306","Barueri","São Paulo"
"01-OCT-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Veiculo Rodoviario M","Não","303682","Limeira","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Ser Vivo, Nic","Não","93488","Caçapava","São Paulo"
"01-OCT-18","Fratura","Martelo, Malho, Marr","Não","833240","São Bernardo do Campo","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Torre, Poste - Edifi","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Contusao, Esmagament","Bicicleta","Não","74299","Itapira","São Paulo"
"01-SEP-18","Queimadura ou Escald","Fogo-Chama,Material","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Piso de Edificio - S","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Contusao, Esmagament","Motocicleta, Motonet","Não","1194094","Campinas","São Paulo"
"01-OCT-18","Fratura","Barril, Barrica, Bar","Não","432957","Santos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","121210","Catanduva","São Paulo"
"01-OCT-18","Perda ou Diminuicao","Substancia Quimica,","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Amputacao ou Enuclea","Andaime, Plataforma","Não","1365899","Guarulhos","São Paulo"
"01-SEP-18","Fratura","Motocicleta, Motonet","Não","93736","Votuporanga","São Paulo"
"01-OCT-18","Fratura","Ferramenta Manual se","Não","122607","Ribeirão Pires","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","93736","Votuporanga","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Veiculo, Nic","Não","160275","São Caetano do Sul","São Paulo"
"01-OCT-18","Distensao, Torcao","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Martelo, Malho, Marr","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Maquina, Nic","Não","119090","Itatiba","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Escada Permanente Cu","Não","122607","Ribeirão Pires","São Paulo"
"01-OCT-18","Fratura","Metal - Inclui Liga","Não","696850","Osasco","São Paulo"
"01-OCT-18","Fratura","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","17236","Bady Bassitt","São Paulo"
"01-OCT-18","Contusao, Esmagament","Empilhadeira","Não","716109","Santo André","São Paulo"
"01-SEP-18","Contusao, Esmagament","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Transformador, Conve","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesao Imediata","Liquido, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Maquina, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesao Imediata","Mobiliario e Acessor","Não","56221","Jaguariúna","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Movel ou Fixa","Não","456245","São José do Rio Preto","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Puncao, Ponteiro, Va","Não","148581","Jaú","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Piso de Edificio - S","Não","671186","Sorocaba","São Paulo"
"01-OCT-18","Luxacao","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Luxacao","Barril, Barrica, Bar","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Amputacao ou Enuclea","Maquina, Nic","Não","150713","Mogi Guaçu","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","311854","Taubaté","São Paulo"
"01-OCT-18","Distensao, Torcao","Chao - Superficie Ut","Não","432957","Santos","São Paulo"
"01-OCT-18","Lesao Imediata","Plastico - Inclui Po","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Ferramenta, Maquina,","Não","227353","Hortolândia","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Metal - Inclui Liga","Não","14869","Ipaussu","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Maquina, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Laminadora, Calandra","Não","294638","Suzano","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Escada Movel ou Fixa","Não","1194094","Campinas","São Paulo"
"01-SEP-18","Contusao, Esmagament","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Corrente, Corda, Cab","Não","237112","Americana","São Paulo"
"01-OCT-18","Contusao, Esmagament","Veiculo Deslisante","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Queimadura ou Escald","Caldeira, Vaso Sob P","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Contusao, Esmagament","Ser Vivo, Nic","Não","694534","Ribeirão Preto","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Balcao, Bancada - Mo","Não","694534","Ribeirão Preto","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","694534","Ribeirão Preto","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","237112","Americana","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Frasco, Garrafa - Em","Não","28605","Cajati","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","136517","Santana de Parnaíba","São Paulo"
"01-JAN-18","Amputacao ou Enuclea","Agua - Usar Quando O","Não","234352","Itapevi","São Paulo"
"01-OCT-18","Contusao, Esmagament","Metal - Inclui Liga","Não","150713","Mogi Guaçu","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Alavanca, Pe-De-Cabr","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Doenca, Nic","Ser Vivo, Nic","Não","271306","Barueri","São Paulo"
"01-OCT-18","Fratura","Martelo, Malho, Marr","Não","204797","Rio Claro","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Agente Infeccioso ou","Não","233744","Araraquara","São Paulo"
"01-OCT-18","Lesoes Multiplas","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","11559","Iacanga","São Paulo"
"01-OCT-18","Contusao, Esmagament","Motocicleta, Motonet","Não","1194094","Campinas","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Ferramenta Manual se","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Luxacao","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesao Imediata","Liquido, Nic","Não","833240","São Bernardo do Campo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Tapete, Forracao de","Não","59451","Ibitinga","São Paulo"
"01-OCT-18","Contusao, Esmagament","Chao - Superficie Ut","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Fratura","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Luxacao","Tubo Sob Pressao (Ma","Não","106776","Paulínia","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Piso de Edificio - S","Não","398611","Carapicuíba","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","124453","Sertãozinho","São Paulo"
"01-OCT-18","Lesao Imediata","Produto Biologico (S","Não","716109","Santo André","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","34961","Bariri","São Paulo"
"01-OCT-18","Fratura","Veiculo, Nic","Não","237130","Marília","São Paulo"
"01-OCT-18","Lesao Imediata","Motocicleta, Motonet","Não","246908","Indaiatuba","São Paulo"
"01-OCT-18","Contusao, Esmagament","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Escada Movel ou Fixa","Não","468148","Mauá","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Chave de Porca ou de","Não","9050","Rafard","São Paulo"
"01-SEP-18","Doenca, Nic","Puncao, Ponteiro, Va","Não","117561","Salto","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Frasco, Garrafa - Em","Não","311854","Taubaté","São Paulo"
"01-SEP-18","Luxacao","Motocicleta, Motonet","Não","124453","Sertãozinho","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Chao - Superficie Ut","Não","1194094","Campinas","São Paulo"
"01-SEP-18","Luxacao","Substancia Quimica,","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Luxacao","Transportador com Fo","Não","162231","Itapetininga","São Paulo"
"01-SEP-18","Fratura","Caixa, Engradado, Ca","Não","59333","Mirassol","São Paulo"
"01-SEP-18","Lesao Imediata","Balcao, Bancada - Mo","Não","191993","Ferraz de Vasconcelos","São Paulo"
"01-SEP-18","Queimadura ou Escald","Agua - Usar Quando O","Não","400949","Piracicaba","São Paulo"
"01-SEP-18","Fratura","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Maquina, Nic","Não","1365899","Guarulhos","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","237130","Marília","São Paulo"
"01-SEP-18","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Balcao, Bancada - Mo","Não","713943","São José dos Campos","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Chao - Superficie Ut","Não","285570","Taboão da Serra","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Veiculo, Nic","Não","166475","Pindamonhangaba","São Paulo"
"01-SEP-18","Distensao, Torcao","Rua e Estrada - Supe","Não","716109","Santo André","São Paulo"
"01-SEP-18","Fratura","Elevador de Cacamba","Não","17604","Elias Fausto","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Serra - Maquina","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Queimadura ou Escald","Agua - Usar Quando O","Não","81895","Cruzeiro","São Paulo"
"01-SEP-18","Fratura","Chao - Superficie Ut","Não","237112","Americana","São Paulo"
"01-SEP-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Luxacao","Veiculo Rodoviario M","Não","716109","Santo André","São Paulo"
"01-SEP-18","Contusao, Esmagament","Motocicleta, Motonet","Não","350400","Franca","São Paulo"
"01-SEP-18","Luxacao","Motocicleta, Motonet","Não","93736","Votuporanga","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Martelo, Malho, Marr","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Embalagem e Recipien","Não","17201","Potirendaba","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAY-18","Doenca, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Elevador - Equip. de","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Chao - Superficie Ut","Não","119090","Itatiba","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","53450","Artur Nogueira","São Paulo"
"01-OCT-18","Fratura","Escada Permanente Cu","Não","716109","Santo André","São Paulo"
"01-OCT-18","Contusao, Esmagament","Escada Movel ou Fixa","Não","144820","Botucatu","São Paulo"
"01-OCT-18","Contusao, Esmagament","Rua e Estrada - Supe","Não","132934","Araras","São Paulo"
"01-AUG-18","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Chao - Superficie Ut","Não","88455","Arujá","São Paulo"
"01-OCT-18","Lesao Imediata","Produto Biologico (S","Não","1194094","Campinas","São Paulo"
"01-JUN-18","Concussao Cerebral","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Veiculo, Nic","Não","311854","Taubaté","São Paulo"
"01-OCT-18","Contusao, Esmagament","Cais, Doca - Edifici","Não","39349","Pitangueiras","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Equip. Eletrico, Nic","Não","713943","São José dos Campos","São Paulo"
"01-OCT-18","Doenca, Nic","Puncao, Ponteiro, Va","Não","227072","Presidente Prudente","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Maquina, Nic","Não","204797","Rio Claro","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Esmeril- Ferramenta","Não","350400","Franca","São Paulo"
"01-OCT-18","Luxacao","Mobiliario e Acessor","Não","246908","Indaiatuba","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Vidraria, Fibra de V","Não","440769","Mogi das Cruzes","São Paulo"
"01-OCT-18","Distensao, Torcao","Macaco (Mecanico, Hi","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","694534","Ribeirão Preto","São Paulo"
"01-OCT-18","Contusao, Esmagament","Edificio - Edificio","Não","195874","Araçatuba","São Paulo"
"01-SEP-18","Queimadura ou Escald","Forno, Estufa, Retor","Não","713943","São José dos Campos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Composto Metalico (D","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Substancia Quimica,","Não","148581","Jaú","São Paulo"
"01-SEP-18","Fratura","Agente Infeccioso ou","Não","716109","Santo André","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Andaime, Plataforma","Não","420934","Diadema","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","120572","Várzea Paulista","São Paulo"
"01-OCT-18","Fratura","Escada Movel ou Fixa","Não","237130","Marília","São Paulo"
"01-OCT-18","Distensao, Torcao","Escada Permanente Cu","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Contusao, Esmagament","Veiculo, Nic","Não","671186","Sorocaba","São Paulo"
"01-OCT-18","Contusao, Esmagament","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Louca de Mesa e Outr","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Choque Eletrico e El","Energia","Não","696850","Osasco","São Paulo"
"01-OCT-18","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Veiculo Rodoviario M","Não","148581","Jaú","São Paulo"
"01-OCT-18","Distensao, Torcao","Ferramenta Manual se","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Piso de Edificio - S","Não","294638","Suzano","São Paulo"
"01-SEP-18","Fratura","Tubo Sob Pressao (Ma","Não","40781","São Manuel","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Alicate, Torques, Te","Não","227353","Hortolândia","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Tijolo e Telha - Cer","Não","74299","Itapira","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Equip. Eletrico, Nic","Não","671186","Sorocaba","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","90063","Avaré","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Ser Vivo, Nic","Não","374272","Bauru","São Paulo"
"01-JAN-18","Hernia de Qualquer N","Reacao do Corpo a Mo","Não","227353","Hortolândia","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Veiculo Rodoviario M","Não","59371","Nova Odessa","São Paulo"
"01-OCT-18","Contusao, Esmagament","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Caixa, Engradado, Ca","Não","271306","Barueri","São Paulo"
"01-OCT-18","Asfixia, Estrangulam","Gas e Vapor","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Piso de Edificio - S","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Lesoes Multiplas","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Veiculo Rodoviario M","Não","294638","Suzano","São Paulo"
"01-SEP-18","Contusao, Esmagament","Veiculo, Nic","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Serra - Maquina","Não","696850","Osasco","São Paulo"
"01-OCT-18","Contusao, Esmagament","Motocicleta, Motonet","Não","121344","Barretos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","27514","Santa Rita do Passa Quatro","São Paulo"
"01-SEP-18","Luxacao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Agente Infeccioso ou","Não","414810","Jundiaí","São Paulo"
"01-SEP-18","Fratura","Correia - Dispositiv","Não","17922","Itirapina","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","5564","Sabino","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Maquina, Nic","Não","119090","Itatiba","São Paulo"
"01-AUG-18","Doenca, Nic","Ataque de Ser Vivo,","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Serra, Serrote- Ferr","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","374272","Bauru","São Paulo"
"01-SEP-18","Distensao, Torcao","Motocicleta, Motonet","Não","9125","Cedral","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Superficie e Estrutu","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Transportador, Nic","Não","716109","Santo André","São Paulo"
